"INDICATOR_NAME","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","ON_TIME","DAYS_ON_TIME"
"S Fkln","2012","Feb",0.998,0.997,0.998,0.995,0,19.9
"S Fkln","2012","Mar",0.998,0.998,0.998,0.998,1,19.96
"S Fkln","2012","Apr",0.998,0.997,0.998,0.997,0,19.94
"S Fkln","2012","May",0.998,0.996,0.998,0.99,0,19.8
"S Fkln","2012","Jun",0.998,0.995,0.998,0.988,0,19.76
"S Fkln","2012","Jul",0.998,0.994,0.998,0.989,0,19.78
"S Fkln","2012","Aug",0.998,0.994,0.998,0.998,1,19.96
"S Fkln","2012","Sep",0.998,0.995,0.998,0.997,0,19.94
"S Fkln","2012","Oct",0.998,0.993,0.998,0.975,0,19.5
"S Fkln","2012","Nov",0.998,0.993,0.998,1,1,20
"S Fkln","2012","Dec",0.998,0.994,0.998,0.989,0,19.78
"S Fkln","2013","Jan",0.998,0.994,0.998,0.994,0,19.88
"S Fkln","2013","Feb",0.998,0.996,0.998,0.999,1,19.98
"S Fkln","2013","Mar",0.998,0.997,0.998,0.998,1,19.96
"S Fkln","2013","Apr",0.998,0.996,0.998,0.995,0,19.9
"S Fkln","2013","May",0.998,0.997,0.998,0.999,1,19.98
"S Fkln","2013","Jun",0.998,0.996,0.998,0.994,0,19.88
"S Fkln","2013","Jul",0.998,0.995,0.998,0.985,0,19.7
"S Fkln","2013","Aug",0.998,0.995,0.998,0.993,0,19.86
"S Fkln","2013","Sep",0.998,0.994,0.998,0.989,0,19.78
"S Fkln","2013","Oct",0.998,0.992,0.998,0.973,0,19.46
"S Fkln","2013","Nov",0.998,0.992,0.998,0.999,1,19.98
"S Fkln","2013","Dec",0.998,0.993,0.998,0.999,1,19.98
"S Fkln","2014","Jan",0.998,0.981,0.998,0.981,0,19.62
"S Fkln","2014","Feb",0.998,0.979,0.998,0.977,0,19.54
"S Fkln","2014","Mar",0.998,0.98,0.998,0.981,0,19.62
"S Fkln","2014","Apr",0.998,0.981,0.998,0.985,0,19.7
"S Fkln","2014","May",0.998,0.985,0.998,0.994,0,19.88
"S Fkln","2014","Jun",0.998,0.986,0.998,0.998,1,19.96
"S Fkln","2014","Jul",0.998,0.987,0.998,0.995,0,19.9
"S Fkln","2014","Aug",0.998,0.988,0.998,0.996,0,19.92
"S Fkln","2014","Sep",0.998,0.989,0.998,0.994,0,19.88
"S Fkln","2014","Oct",0.998,0.99,0.998,0.998,1,19.96
"S Fkln","2014","Nov",0.998,0.99,0.998,0.993,0,19.86
"S Fkln","2014","Dec",0.998,0.991,0.998,0.993,0,19.86
"S Fkln","2015","Jan",0.75,0.993,0.75,0.993,1,19.86
"S Fkln","2015","Feb",0.75,0.992,0.75,0.992,1,19.84
"S Fkln","2015","Mar",0.75,0.992,0.75,0.991,1,19.82
"S Fkln","2015","Apr",0.75,0.995,0.75,0.998,1,19.96
"S Fkln","2015","May",0.75,0.995,0.75,1,1,20
"S Fkln","2015","Jun",0.75,0.995,0.75,0.999,1,19.98
"S Fkln","2015","Jul",0.75,0.996,0.75,0.997,1,19.94
"S Fkln","2015","Aug",0.75,0.996,0.75,0.996,1,19.92
"S Fkln","2015","Sep",0.75,0.996,0.75,0.999,1,19.98
"S Fkln","2015","Oct",0.75,0.995,0.75,0.988,1,19.76
"S Fkln","2015","Nov",0.75,0.995,0.75,0.996,1,19.92
"S Fkln","2015","Dec",0.75,0.995,0.75,0.993,1,19.86
"S Fkln","2016","Jan",0.75,1,0.75,1,1,20
"S Fkln","2016","Feb",0.75,0.999,0.75,0.998,1,19.96
"S Fkln","2016","Mar",0.75,0.997,0.75,0.994,1,19.88
"S Fkln","2016","Apr",0.75,0.998,0.75,0.999,1,19.98
"S Fkln","2016","May",0.75,0.998,0.75,0.998,1,19.96
"S Fkln","2016","Jun",0.75,0.998,0.75,1,1,20
"S Fkln","2016","Jul",0.75,0.997,0.75,0.99,1,19.8
"S Fkln","2016","Aug",0.75,0.997,0.75,0.994,1,19.88
"S Fkln","2016","Sep",0.75,0.996,0.75,0.993,1,19.86
"S Fkln","2016","Oct",0.75,0.996,0.75,0.996,1,19.92
"S Fkln","2016","Nov",0.75,0.996,0.75,0.9931,1,19.862
"S Fkln","2016","Dec",0.75,0.9961,0.75,0.9968,1,19.936
"S Fkln","2017","Jan",0.75,0.9988,0.75,0.9988,1,19.976
"S Fkln","2017","Feb",0.75,0.9983,0.75,0.9978,1,19.956
"S Fkln","2017","Mar",0.75,0.9987,0.75,0.9996,1,19.992
"S Fkln","2017","Apr",0.75,0.9991,0.75,1,1,20
"S Fkln","2017","May",0.75,0.9966,0.75,0.9877,1,19.754
"S Fkln","2017","Jun",0.75,0.997,0.75,0.9988,1,19.976
"S Fkln","2017","Jul",0.75,0.9973,0.75,0.9992,1,19.984
"S Fkln","2017","Aug",0.75,0.9973,0.75,0.9971,1,19.942
"S Fkln","2017","Sep",0.75,0.9975,0.75,0.9992,1,19.984
"S Fkln","2017","Oct",0.75,0.9975,0.75,0.9973,1,19.946
"S Fkln","2017","Nov",0.75,0.9973,0.75,0.9961,1,19.922
"S Fkln","2017","Dec",0.75,0.9972,0.75,0.9958,1,19.916
"G","2011","Jan",0.966,0.926,0.966,0.926,0,18.52
"G","2011","Feb",0.966,0.935,0.966,0.945,0,18.9
"G","2011","Mar",0.966,0.936,0.966,0.938,0,18.76
"G","2011","Apr",0.966,0.937,0.966,0.938,0,18.76
"G","2011","May",0.966,0.936,0.966,0.93,0,18.6
"G","2011","Jun",0.966,0.938,0.966,0.929,0,18.58
"G","2011","Jul",0.966,0.938,0.966,0.935,0,18.7
"G","2011","Aug",0.966,0.94,0.966,0.949,0,18.98
"G","2011","Sep",0.966,0.943,0.966,0.97,1,19.4
"G","2011","Oct",0.966,0.944,0.966,0.95,0,19
"G","2011","Nov",0.966,0.943,0.966,0.938,0,18.76
"G","2011","Dec",0.966,0.944,0.966,0.947,0,18.94
"G","2012","Jan",0.966,0.947,0.966,0.947,0,18.94
"G","2012","Feb",0.966,0.947,0.966,0.947,0,18.94
"G","2012","Mar",0.966,0.951,0.966,0.958,0,19.16
"G","2012","Apr",0.966,0.939,0.966,0.905,0,18.1
"G","2012","May",0.966,0.923,0.966,0.862,0,17.24
"G","2012","Jun",0.966,0.919,0.966,0.902,0,18.04
"G","2012","Jul",0.966,0.919,0.966,0.913,0,18.26
"G","2012","Aug",0.966,0.918,0.966,0.915,0,18.3
"G","2012","Sep",0.966,0.918,0.966,0.914,0,18.28
"G","2012","Oct",0.966,0.919,0.966,0.928,0,18.56
"G","2012","Nov",0.966,0.905,0.966,0.711,0,14.22
"G","2012","Dec",0.966,0.907,0.966,0.944,0,18.88
"G","2013","Jan",0.966,0.892,0.966,0.892,0,17.84
"G","2013","Feb",0.966,0.854,0.966,0.809,0,16.18
"G","2013","Mar",0.966,0.859,0.966,0.87,0,17.4
"G","2013","Apr",0.966,0.861,0.966,0.865,0,17.3
"G","2013","May",0.966,0.871,0.966,0.906,0,18.12
"G","2013","Jun",0.966,0.868,0.966,0.853,0,17.06
"G","2013","Jul",0.966,0.862,0.966,0.825,0,16.5
"G","2013","Aug",0.966,0.866,0.966,0.894,0,17.88
"G","2013","Sep",0.966,0.865,0.966,0.855,0,17.1
"G","2013","Oct",0.966,0.863,0.966,0.853,0,17.06
"G","2013","Nov",0.966,0.86,0.966,0.826,0,16.52
"G","2013","Dec",0.966,0.861,0.966,0.869,0,17.38
"G","2014","Jan",0.966,0.835,0.966,0.835,0,16.7
"G","2014","Feb",0.966,0.813,0.966,0.789,0,15.78
"G","2014","Mar",0.966,0.829,0.966,0.859,0,17.18
"G","2014","Apr",0.966,0.809,0.966,0.753,0,15.06
"G","2014","May",0.966,0.795,0.966,0.781,0,15.62
"G","2014","Jun",0.966,0.787,0.966,0.713,0,14.26
"G","2014","Jul",0.966,0.79,0.966,0.801,0,16.02
"G","2014","Aug",0.966,0.803,0.966,0.897,0,17.94
"G","2014","Sep",0.966,0.798,0.966,0.76,0,15.2
"G","2014","Oct",0.966,0.794,0.966,0.767,0,15.34
"G","2014","Nov",0.966,0.788,0.966,0.725,0,14.5
"G","2014","Dec",0.966,0.781,0.966,0.698,0,13.96
"G","2015","Jan",0.75,0.699,0.75,0.699,0,13.98
"G","2015","Feb",0.75,0.697,0.75,0.695,0,13.9
"G","2015","Mar",0.75,0.674,0.75,0.633,0,12.66
"G","2015","Apr",0.75,0.735,0.75,0.649,0,12.98
"G","2015","May",0.75,0.668,0.75,0.668,0,13.36
"G","2015","Jun",0.75,0.661,0.75,0.631,0,12.62
"G","2015","Jul",0.75,0.659,0.75,0.645,0,12.9
"G","2015","Aug",0.75,0.66,0.75,0.669,0,13.38
"G","2015","Sep",0.75,0.662,0.75,0.676,0,13.52
"G","2015","Oct",0.75,0.661,0.75,0.654,0,13.08
"G","2015","Nov",0.75,0.665,0.75,0.709,0,14.18
"G","2015","Dec",0.75,0.676,0.75,0.787,1,15.74
"G","2016","Jan",0.75,0.791,0.75,0.791,1,15.82
"G","2016","Feb",0.75,0.802,0.75,0.813,1,16.26
"G","2016","Mar",0.75,0.79,0.75,0.77,1,15.4
"G","2016","Apr",0.75,0.798,0.75,0.822,1,16.44
"G","2016","May",0.75,0.81,0.75,0.851,1,17.02
"G","2016","Jun",0.75,0.811,0.75,0.818,1,16.36
"G","2016","Jul",0.75,0.817,0.75,0.85,1,17
"G","2016","Aug",0.75,0.818,0.75,0.826,1,16.52
"G","2016","Sep",0.75,0.816,0.75,0.801,1,16.02
"G","2016","Oct",0.75,0.811,0.75,0.759,1,15.18
"G","2016","Nov",0.75,0.8057,0.75,0.7541,1,15.082
"G","2016","Dec",0.75,0.8021,0.75,0.7605,1,15.21
"G","2017","Jan",0.75,0.7774,0.75,0.7774,1,15.548
"G","2017","Feb",0.75,0.7708,0.75,0.7635,1,15.27
"G","2017","Mar",0.75,0.7576,0.75,0.7335,0,14.67
"G","2017","Apr",0.75,0.7562,0.75,0.7518,1,15.036
"G","2017","May",0.75,0.7442,0.75,0.6994,0,13.988
"G","2017","Jun",0.75,0.7394,0.75,0.717,0,14.34
"G","2017","Jul",0.75,0.7391,0.75,0.7374,0,14.748
"G","2017","Aug",0.75,0.7447,0.75,0.7784,1,15.568
"G","2017","Sep",0.75,0.7495,0.75,0.7893,1,15.786
"G","2017","Oct",0.75,0.7484,0.75,0.7392,0,14.784
"G","2017","Nov",0.75,0.7443,0.75,0.703,0,14.06
"G","2017","Dec",0.75,0.7362,0.75,0.6408,0,12.816
"J Z","2011","Jan",0.987,0.961,0.987,0.961,0,19.22
"J Z","2011","Feb",0.987,0.96,0.987,0.959,0,19.18
"J Z","2011","Mar",0.987,0.968,0.987,0.982,0,19.64
"J Z","2011","Apr",0.987,0.971,0.987,0.978,0,19.56
"J Z","2011","May",0.987,0.971,0.987,0.973,0,19.46
"J Z","2011","Jun",0.987,0.971,0.987,0.967,0,19.34
"J Z","2011","Jul",0.987,0.969,0.987,0.958,0,19.16
"J Z","2011","Aug",0.987,0.965,0.987,0.938,0,18.76
"J Z","2011","Sep",0.987,0.966,0.987,0.976,0,19.52
"J Z","2011","Oct",0.987,0.965,0.987,0.952,0,19.04
"J Z","2011","Nov",0.987,0.964,0.987,0.953,0,19.06
"J Z","2011","Dec",0.987,0.965,0.987,0.973,0,19.46
"J Z","2012","Jan",0.987,0.967,0.987,0.967,0,19.34
"J Z","2012","Feb",0.987,0.971,0.987,0.976,0,19.52
"J Z","2012","Mar",0.987,0.968,0.987,0.962,0,19.24
"J Z","2012","Apr",0.987,0.967,0.987,0.965,0,19.3
"J Z","2012","May",0.987,0.965,0.987,0.956,0,19.12
"J Z","2012","Jun",0.987,0.964,0.987,0.959,0,19.18
"J Z","2012","Jul",0.987,0.958,0.987,0.923,0,18.46
"J Z","2012","Aug",0.987,0.959,0.987,0.961,0,19.22
"J Z","2012","Sep",0.987,0.954,0.987,0.908,0,18.16
"J Z","2012","Oct",0.987,0.955,0.987,0.967,0,19.34
"J Z","2012","Nov",0.987,0.956,0.987,0.979,0,19.58
"J Z","2012","Dec",0.987,0.957,0.987,0.965,0,19.3
"J Z","2013","Jan",0.987,0.956,0.987,0.956,0,19.12
"J Z","2013","Feb",0.987,0.95,0.987,0.944,0,18.88
"J Z","2013","Mar",0.987,0.956,0.987,0.969,0,19.38
"J Z","2013","Apr",0.987,0.954,0.987,0.946,0,18.92
"J Z","2013","May",0.987,0.949,0.987,0.931,0,18.62
"J Z","2013","Jun",0.987,0.948,0.987,0.944,0,18.88
"J Z","2013","Jul",0.987,0.948,0.987,0.945,0,18.9
"J Z","2013","Aug",0.987,0.948,0.987,0.951,0,19.02
"J Z","2013","Sep",0.987,0.947,0.987,0.937,0,18.74
"J Z","2013","Oct",0.987,0.947,0.987,0.944,0,18.88
"J Z","2013","Nov",0.987,0.945,0.987,0.928,0,18.56
"J Z","2013","Dec",0.987,0.943,0.987,0.919,0,18.38
"J Z","2014","Jan",0.987,0.871,0.987,0.871,0,17.42
"J Z","2014","Feb",0.987,0.859,0.987,0.845,0,16.9
"J Z","2014","Mar",0.987,0.866,0.987,0.881,0,17.62
"J Z","2014","Apr",0.987,0.874,0.987,0.895,0,17.9
"J Z","2014","May",0.987,0.871,0.987,0.861,0,17.22
"J Z","2014","Jun",0.987,0.872,0.987,0.873,0,17.46
"J Z","2014","Jul",0.987,0.873,0.987,0.883,0,17.66
"J Z","2014","Aug",0.987,0.867,0.987,0.82,0,16.4
"J Z","2014","Sep",0.987,0.866,0.987,0.862,0,17.24
"J Z","2014","Oct",0.987,0.868,0.987,0.882,0,17.64
"J Z","2014","Nov",0.987,0.868,0.987,0.863,0,17.26
"J Z","2014","Dec",0.987,0.864,0.987,0.825,0,16.5
"J Z","2015","Jan",0.75,0.803,0.75,0.803,1,16.06
"J Z","2015","Feb",0.75,0.764,0.75,0.722,0,14.44
"J Z","2015","Mar",0.75,0.778,0.75,0.803,1,16.06
"J Z","2015","Apr",0.75,0.834,0.75,0.795,1,15.9
"J Z","2015","May",0.75,0.771,0.75,0.721,0,14.42
"J Z","2015","Jun",0.75,0.754,0.75,0.678,0,13.56
"J Z","2015","Jul",0.75,0.753,0.75,0.742,0,14.84
"J Z","2015","Aug",0.75,0.755,0.75,0.77,1,15.4
"J Z","2015","Sep",0.75,0.749,0.75,0.702,0,14.04
"J Z","2015","Oct",0.75,0.74,0.75,0.661,0,13.22
"J Z","2015","Nov",0.75,0.733,0.75,0.663,0,13.26
"J Z","2015","Dec",0.75,0.727,0.75,0.658,0,13.16
"J Z","2016","Jan",0.75,0.61,0.75,0.61,0,12.2
"J Z","2016","Feb",0.75,0.658,0.75,0.704,0,14.08
"J Z","2016","Mar",0.75,0.656,0.75,0.654,0,13.08
"J Z","2016","Apr",0.75,0.658,0.75,0.664,0,13.28
"J Z","2016","May",0.75,0.651,0.75,0.621,0,12.42
"J Z","2016","Jun",0.75,0.659,0.75,0.699,0,13.98
"J Z","2016","Jul",0.75,0.658,0.75,0.647,0,12.94
"J Z","2016","Aug",0.75,0.654,0.75,0.631,0,12.62
"J Z","2016","Sep",0.75,0.653,0.75,0.643,0,12.86
"J Z","2016","Oct",0.75,0.654,0.75,0.663,0,13.26
"J Z","2016","Nov",0.75,0.6516,0.75,0.6293,0,12.586
"J Z","2016","Dec",0.75,0.647,0.75,0.5969,0,11.938
"J Z","2017","Jan",0.75,0.6344,0.75,0.6344,0,12.688
"J Z","2017","Feb",0.75,0.6421,0.75,0.6506,0,13.012
"J Z","2017","Mar",0.75,0.6318,0.75,0.613,0,12.26
"J Z","2017","Apr",0.75,0.6226,0.75,0.5943,0,11.886
"J Z","2017","May",0.75,0.6187,0.75,0.6041,0,12.082
"J Z","2017","Jun",0.75,0.6204,0.75,0.6282,0,12.564
"J Z","2017","Jul",0.75,0.6369,0.75,0.7409,0,14.818
"J Z","2017","Aug",0.75,0.6466,0.75,0.7081,0,14.162
"J Z","2017","Sep",0.75,0.6512,0.75,0.6901,0,13.802
"J Z","2017","Oct",0.75,0.6535,0.75,0.6737,0,13.474
"J Z","2017","Nov",0.75,0.6585,0.75,0.7088,0,14.176
"J Z","2017","Dec",0.75,0.6576,0.75,0.6471,0,12.942
"L","2011","Jan",0.955,0.952,0.955,0.952,0,19.04
"L","2011","Feb",0.955,0.949,0.955,0.946,0,18.92
"L","2011","Mar",0.955,0.955,0.955,0.966,1,19.32
"L","2011","Apr",0.955,0.959,0.955,0.971,1,19.42
"L","2011","May",0.955,0.959,0.955,0.959,1,19.18
"L","2011","Jun",0.955,0.958,0.955,0.947,0,18.94
"L","2011","Jul",0.955,0.957,0.955,0.953,0,19.06
"L","2011","Aug",0.955,0.958,0.955,0.962,1,19.24
"L","2011","Sep",0.955,0.958,0.955,0.961,1,19.22
"L","2011","Oct",0.955,0.96,0.955,0.978,1,19.56
"L","2011","Nov",0.955,0.961,0.955,0.964,1,19.28
"L","2011","Dec",0.955,0.962,0.955,0.975,1,19.5
"L","2012","Jan",0.955,0.955,0.955,0.955,1,19.1
"L","2012","Feb",0.955,0.952,0.955,0.949,0,18.98
"L","2012","Mar",0.955,0.958,0.955,0.969,1,19.38
"L","2012","Apr",0.955,0.961,0.955,0.97,1,19.4
"L","2012","May",0.955,0.955,0.955,0.932,0,18.64
"L","2012","Jun",0.955,0.952,0.955,0.938,0,18.76
"L","2012","Jul",0.955,0.947,0.955,0.921,0,18.42
"L","2012","Aug",0.955,0.946,0.955,0.936,0,18.72
"L","2012","Sep",0.955,0.947,0.955,0.961,1,19.22
"L","2012","Oct",0.955,0.948,0.955,0.954,0,19.08
"L","2012","Nov",0.955,0.948,0.955,0.954,0,19.08
"L","2012","Dec",0.955,0.948,0.955,0.962,1,19.24
"L","2013","Jan",0.957,0.944,0.957,0.944,0,18.88
"L","2013","Feb",0.957,0.951,0.957,0.959,1,19.18
"L","2013","Mar",0.957,0.951,0.957,0.952,0,19.04
"L","2013","Apr",0.957,0.956,0.957,0.968,1,19.36
"L","2013","May",0.957,0.956,0.957,0.958,1,19.16
"L","2013","Jun",0.957,0.954,0.957,0.939,0,18.78
"L","2013","Jul",0.957,0.95,0.957,0.929,0,18.58
"L","2013","Aug",0.957,0.947,0.957,0.93,0,18.6
"L","2013","Sep",0.957,0.949,0.957,0.96,1,19.2
"L","2013","Oct",0.957,0.95,0.957,0.963,1,19.26
"L","2013","Nov",0.957,0.95,0.957,0.951,0,19.02
"L","2013","Dec",0.957,0.944,0.957,0.879,0,17.58
"L","2014","Jan",0.957,0.903,0.957,0.903,0,18.06
"L","2014","Feb",0.957,0.913,0.957,0.923,0,18.46
"L","2014","Mar",0.957,0.922,0.957,0.939,0,18.78
"L","2014","Apr",0.957,0.93,0.957,0.952,0,19.04
"L","2014","May",0.957,0.943,0.957,0.955,0,19.1
"L","2014","Jun",0.957,0.932,0.957,0.919,0,18.38
"L","2014","Jul",0.957,0.934,0.957,0.944,0,18.88
"L","2014","Aug",0.957,0.935,0.957,0.947,0,18.94
"L","2014","Sep",0.957,0.938,0.957,0.959,1,19.18
"L","2014","Oct",0.957,0.938,0.957,0.941,0,18.82
"L","2014","Nov",0.957,0.94,0.957,0.96,1,19.2
"L","2014","Dec",0.957,0.939,0.957,0.923,0,18.46
"L","2015","Jan",0.75,0.929,0.75,0.929,1,18.58
"L","2015","Feb",0.75,0.897,0.75,0.864,1,17.28
"L","2015","Mar",0.75,0.905,0.75,0.919,1,18.38
"L","2015","Apr",0.75,0.932,0.75,0.924,1,18.48
"L","2015","May",0.75,0.918,0.75,0.953,1,19.06
"L","2015","Jun",0.75,0.916,0.75,0.905,1,18.1
"L","2015","Jul",0.75,0.915,0.75,0.905,1,18.1
"L","2015","Aug",0.75,0.917,0.75,0.931,1,18.62
"L","2015","Sep",0.75,0.92,0.75,0.947,1,18.94
"L","2015","Oct",0.75,0.918,0.75,0.899,1,17.98
"L","2015","Nov",0.75,0.918,0.75,0.924,1,18.48
"L","2015","Dec",0.75,0.918,0.75,0.914,1,18.28
"L","2016","Jan",0.75,0.882,0.75,0.882,1,17.64
"L","2016","Feb",0.75,0.892,0.75,0.902,1,18.04
"L","2016","Mar",0.75,0.893,0.75,0.895,1,17.9
"L","2016","Apr",0.75,0.901,0.75,0.927,1,18.54
"L","2016","May",0.75,0.907,0.75,0.928,1,18.56
"L","2016","Jun",0.75,0.908,0.75,0.911,1,18.22
"L","2016","Jul",0.75,0.903,0.75,0.874,1,17.48
"L","2016","Aug",0.75,0.905,0.75,0.92,1,18.4
"L","2016","Sep",0.75,0.906,0.75,0.914,1,18.28
"L","2016","Oct",0.75,0.905,0.75,0.895,1,17.9
"L","2016","Nov",0.75,0.9059,0.75,0.9131,1,18.262
"L","2016","Dec",0.75,0.9035,0.75,0.877,1,17.54
"L","2017","Jan",0.75,0.9215,0.75,0.9215,1,18.43
"L","2017","Feb",0.75,0.9191,0.75,0.9166,1,18.332
"L","2017","Mar",0.75,0.9217,0.75,0.9263,1,18.526
"L","2017","Apr",0.75,0.9266,0.75,0.9411,1,18.822
"L","2017","May",0.75,0.9283,0.75,0.9349,1,18.698
"L","2017","Jun",0.75,0.9332,0.75,0.956,1,19.12
"L","2017","Jul",0.75,0.9373,0.75,0.9617,1,19.234
"L","2017","Aug",0.75,0.9356,0.75,0.9258,1,18.516
"L","2017","Sep",0.75,0.9349,0.75,0.9285,1,18.57
"L","2017","Oct",0.75,0.9342,0.75,0.9283,1,18.566
"L","2017","Nov",0.75,0.9372,0.75,0.9664,1,19.328
"L","2017","Dec",0.75,0.9359,0.75,0.9212,1,18.424
"M","2011","Jan",0.927,0.892,0.927,0.892,0,17.84
"M","2011","Feb",0.927,0.893,0.927,0.894,0,17.88
"M","2011","Mar",0.927,0.905,0.927,0.927,1,18.54
"M","2011","Apr",0.927,0.91,0.927,0.924,0,18.48
"M","2011","May",0.927,0.91,0.927,0.911,0,18.22
"M","2011","Jun",0.927,0.912,0.927,0.907,0,18.14
"M","2011","Jul",0.927,0.909,0.927,0.893,0,17.86
"M","2011","Aug",0.927,0.907,0.927,0.895,0,17.9
"M","2011","Sep",0.927,0.903,0.927,0.869,0,17.38
"M","2011","Oct",0.927,0.903,0.927,0.901,0,18.02
"M","2011","Nov",0.927,0.904,0.927,0.918,0,18.36
"M","2011","Dec",0.927,0.903,0.927,0.886,0,17.72
"M","2012","Jan",0.927,0.92,0.927,0.92,0,18.4
"M","2012","Feb",0.927,0.913,0.927,0.905,0,18.1
"M","2012","Mar",0.927,0.921,0.927,0.937,1,18.74
"M","2012","Apr",0.927,0.916,0.927,0.901,0,18.02
"M","2012","May",0.927,0.911,0.927,0.892,0,17.84
"M","2012","Jun",0.927,0.913,0.927,0.923,0,18.46
"M","2012","Jul",0.927,0.909,0.927,0.881,0,17.62
"M","2012","Aug",0.927,0.908,0.927,0.907,0,18.14
"M","2012","Sep",0.927,0.906,0.927,0.886,0,17.72
"M","2012","Oct",0.927,0.905,0.927,0.897,0,17.94
"M","2012","Nov",0.927,0.902,0.927,0.86,0,17.2
"M","2012","Dec",0.927,0.901,0.927,0.903,0,18.06
"M","2013","Jan",0.927,0.849,0.927,0.849,0,16.98
"M","2013","Feb",0.927,0.839,0.927,0.828,0,16.56
"M","2013","Mar",0.927,0.856,0.927,0.89,0,17.8
"M","2013","Apr",0.927,0.862,0.927,0.876,0,17.52
"M","2013","May",0.927,0.859,0.927,0.851,0,17.02
"M","2013","Jun",0.927,0.858,0.927,0.853,0,17.06
"M","2013","Jul",0.927,0.857,0.927,0.851,0,17.02
"M","2013","Aug",0.927,0.859,0.927,0.869,0,17.38
"M","2013","Sep",0.927,0.858,0.927,0.853,0,17.06
"M","2013","Oct",0.927,0.861,0.927,0.88,0,17.6
"M","2013","Nov",0.927,0.86,0.927,0.851,0,17.02
"M","2013","Dec",0.927,0.854,0.927,0.79,0,15.8
"M","2014","Jan",0.927,0.743,0.927,0.743,0,14.86
"M","2014","Feb",0.927,0.737,0.927,0.729,0,14.58
"M","2014","Mar",0.927,0.739,0.927,0.743,0,14.86
"M","2014","Apr",0.927,0.762,0.927,0.826,0,16.52
"M","2014","May",0.927,0.748,0.927,0.688,0,13.76
"M","2014","Jun",0.927,0.743,0.927,0.723,0,14.46
"M","2014","Jul",0.927,0.747,0.927,0.769,0,15.38
"M","2014","Aug",0.927,0.749,0.927,0.763,0,15.26
"M","2014","Sep",0.927,0.749,0.927,0.748,0,14.96
"M","2014","Oct",0.927,0.754,0.927,0.792,0,15.84
"M","2014","Nov",0.927,0.749,0.927,0.703,0,14.06
