"INDICATOR_NAME","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","ON_TIME","DAYS_ON_TIME"
"M","2014","Dec",0.927,0.749,0.927,0.74,0,14.8
"M","2015","Jan",0.75,0.708,0.75,0.708,0,14.16
"M","2015","Feb",0.75,0.683,0.75,0.658,0,13.16
"M","2015","Mar",0.75,0.68,0.75,0.674,0,13.48
"M","2015","Apr",0.75,0.726,0.75,0.726,0,14.52
"M","2015","May",0.75,0.69,0.75,0.679,0,13.58
"M","2015","Jun",0.75,0.691,0.75,0.7,0,14
"M","2015","Jul",0.75,0.693,0.75,0.699,0,13.98
"M","2015","Aug",0.75,0.692,0.75,0.69,0,13.8
"M","2015","Sep",0.75,0.698,0.75,0.741,0,14.82
"M","2015","Oct",0.75,0.697,0.75,0.69,0,13.8
"M","2015","Nov",0.75,0.695,0.75,0.679,0,13.58
"M","2015","Dec",0.75,0.695,0.75,0.69,0,13.8
"M","2016","Jan",0.75,0.657,0.75,0.657,0,13.14
"M","2016","Feb",0.75,0.674,0.75,0.691,0,13.82
"M","2016","Mar",0.75,0.675,0.75,0.676,0,13.52
"M","2016","Apr",0.75,0.688,0.75,0.728,0,14.56
"M","2016","May",0.75,0.696,0.75,0.729,0,14.58
"M","2016","Jun",0.75,0.697,0.75,0.703,0,14.06
"M","2016","Jul",0.75,0.697,0.75,0.691,0,13.82
"M","2016","Aug",0.75,0.694,0.75,0.675,0,13.5
"M","2016","Sep",0.75,0.691,0.75,0.666,0,13.32
"M","2016","Oct",0.75,0.685,0.75,0.639,0,12.78
"M","2016","Nov",0.75,0.6802,0.75,0.6289,0,12.578
"M","2016","Dec",0.75,0.6718,0.75,0.579,0,11.58
"M","2017","Jan",0.75,0.5882,0.75,0.5882,0,11.764
"M","2017","Feb",0.75,0.5967,0.75,0.606,0,12.12
"M","2017","Mar",0.75,0.6091,0.75,0.6321,0,12.642
"M","2017","Apr",0.75,0.6116,0.75,0.6191,0,12.382
"M","2017","May",0.75,0.6188,0.75,0.6457,0,12.914
"M","2017","Jun",0.75,0.6265,0.75,0.6571,0,13.142
"M","2017","Jul",0.75,0.6541,0.75,0.756,1,15.12
"M","2017","Aug",0.75,0.671,0.75,0.7397,0,14.794
"M","2017","Sep",0.75,0.682,0.75,0.7459,0,14.918
"M","2017","Oct",0.75,0.6888,0.75,0.7309,0,14.618
"M","2017","Nov",0.75,0.6971,0.75,0.7596,1,15.192
"M","2017","Dec",0.75,0.7034,0.75,0.7604,1,15.208
"N","2011","Jan",0.928,0.736,0.928,0.736,0,14.72
"N","2011","Feb",0.928,0.77,0.928,0.808,0,16.16
"N","2011","Mar",0.928,0.781,0.928,0.801,0,16.02
"N","2011","Apr",0.928,0.79,0.928,0.817,0,16.34
"N","2011","May",0.928,0.793,0.928,0.807,0,16.14
"N","2011","Jun",0.928,0.799,0.928,0.791,0,15.82
"N","2011","Jul",0.928,0.804,0.928,0.83,0,16.6
"N","2011","Aug",0.928,0.805,0.928,0.811,0,16.22
"N","2011","Sep",0.928,0.806,0.928,0.815,0,16.3
"N","2011","Oct",0.928,0.807,0.928,0.814,0,16.28
"N","2011","Nov",0.928,0.806,0.928,0.797,0,15.94
"N","2011","Dec",0.928,0.805,0.928,0.792,0,15.84
"N","2012","Jan",0.928,0.815,0.928,0.815,0,16.3
"N","2012","Feb",0.928,0.795,0.928,0.773,0,15.46
"N","2012","Mar",0.928,0.793,0.928,0.79,0,15.8
"N","2012","Apr",0.928,0.809,0.928,0.858,0,17.16
"N","2012","May",0.928,0.809,0.928,0.808,0,16.16
"N","2012","Jun",0.928,0.808,0.928,0.803,0,16.06
"N","2012","Jul",0.928,0.808,0.928,0.81,0,16.2
"N","2012","Aug",0.928,0.81,0.928,0.819,0,16.38
"N","2012","Sep",0.928,0.813,0.928,0.842,0,16.84
"N","2012","Oct",0.928,0.813,0.928,0.818,0,16.36
"N","2012","Nov",0.928,0.811,0.928,0.773,0,15.46
"N","2012","Dec",0.928,0.814,0.928,0.805,0,16.1
"N","2013","Jan",0.928,0.821,0.928,0.821,0,16.42
"N","2013","Feb",0.928,0.807,0.928,0.79,0,15.8
"N","2013","Mar",0.928,0.814,0.928,0.828,0,16.56
"N","2013","Apr",0.928,0.824,0.928,0.852,0,17.04
"N","2013","May",0.928,0.823,0.928,0.819,0,16.38
"N","2013","Jun",0.928,0.811,0.928,0.748,0,14.96
"N","2013","Jul",0.928,0.813,0.928,0.822,0,16.44
"N","2013","Aug",0.928,0.817,0.928,0.847,0,16.94
"N","2013","Sep",0.928,0.82,0.928,0.848,0,16.96
"N","2013","Oct",0.928,0.822,0.928,0.831,0,16.62
"N","2013","Nov",0.928,0.822,0.928,0.826,0,16.52
"N","2013","Dec",0.928,0.822,0.928,0.828,0,16.56
"N","2014","Jan",0.928,0.678,0.928,0.678,0,13.56
"N","2014","Feb",0.928,0.637,0.928,0.59,0,11.8
"N","2014","Mar",0.928,0.69,0.928,0.788,0,15.76
"N","2014","Apr",0.928,0.698,0.928,0.723,0,14.46
"N","2014","May",0.928,0.716,0.928,0.746,0,14.92
"N","2014","Jun",0.928,0.712,0.928,0.733,0,14.66
"N","2014","Jul",0.928,0.718,0.928,0.75,0,15
"N","2014","Aug",0.928,0.725,0.928,0.781,0,15.62
"N","2014","Sep",0.928,0.73,0.928,0.765,0,15.3
"N","2014","Oct",0.928,0.726,0.928,0.695,0,13.9
"N","2014","Nov",0.928,0.719,0.928,0.646,0,12.92
"N","2014","Dec",0.928,0.712,0.928,0.632,0,12.64
"N","2015","Jan",0.75,0.685,0.75,0.685,0,13.7
"N","2015","Feb",0.75,0.65,0.75,0.614,0,12.28
"N","2015","Mar",0.75,0.676,0.75,0.721,0,14.42
"N","2015","Apr",0.75,0.709,0.75,0.73,0,14.6
"N","2015","May",0.75,0.682,0.75,0.648,0,12.96
"N","2015","Jun",0.75,0.676,0.75,0.644,0,12.88
"N","2015","Jul",0.75,0.676,0.75,0.68,0,13.6
"N","2015","Aug",0.75,0.675,0.75,0.668,0,13.36
"N","2015","Sep",0.75,0.674,0.75,0.666,0,13.32
"N","2015","Oct",0.75,0.674,0.75,0.671,0,13.42
"N","2015","Nov",0.75,0.663,0.75,0.545,0,10.9
"N","2015","Dec",0.75,0.661,0.75,0.648,0,12.96
"N","2016","Jan",0.75,0.617,0.75,0.617,0,12.34
"N","2016","Feb",0.75,0.614,0.75,0.612,0,12.24
"N","2016","Mar",0.75,0.662,0.75,0.662,0,13.24
"N","2016","Apr",0.75,0.645,0.75,0.687,0,13.74
"N","2016","May",0.75,0.64,0.75,0.621,0,12.42
"N","2016","Jun",0.75,0.638,0.75,0.625,0,12.5
"N","2016","Jul",0.75,0.635,0.75,0.621,0,12.42
"N","2016","Aug",0.75,0.636,0.75,0.638,0,12.76
"N","2016","Sep",0.75,0.631,0.75,0.592,0,11.84
"N","2016","Oct",0.75,0.628,0.75,0.599,0,11.98
"N","2016","Nov",0.75,0.6221,0.75,0.5649,0,11.298
"N","2016","Dec",0.75,0.6171,0.75,0.5624,0,11.248
"N","2017","Jan",0.75,0.5245,0.75,0.5245,0,10.49
"N","2017","Feb",0.75,0.5343,0.75,0.5452,0,10.904
"N","2017","Mar",0.75,0.535,0.75,0.5362,0,10.724
"N","2017","Apr",0.75,0.5291,0.75,0.5109,0,10.218
"N","2017","May",0.75,0.5249,0.75,0.5092,0,10.184
"N","2017","Jun",0.75,0.5141,0.75,0.4633,0,9.266
"N","2017","Jul",0.75,0.5204,0.75,0.5596,0,11.192
"N","2017","Aug",0.75,0.5194,0.75,0.5131,0,10.262
"N","2017","Sep",0.75,0.5215,0.75,0.5394,0,10.788
"N","2017","Oct",0.75,0.5325,0.75,0.6275,0,12.55
"N","2017","Nov",0.75,0.5439,0.75,0.651,0,13.02
"N","2017","Dec",0.75,0.5516,0.75,0.6378,0,12.756
"Q","2011","Jan",0.968,0.804,0.968,0.804,0,16.08
"Q","2011","Feb",0.968,0.832,0.968,0.863,0,17.26
"Q","2011","Mar",0.968,0.855,0.968,0.893,0,17.86
"Q","2011","Apr",0.968,0.868,0.968,0.906,0,18.12
"Q","2011","May",0.968,0.865,0.968,0.854,0,17.08
"Q","2011","Jun",0.968,0.868,0.968,0.861,0,17.22
"Q","2011","Jul",0.968,0.868,0.968,0.869,0,17.38
"Q","2011","Aug",0.968,0.867,0.968,0.857,0,17.14
"Q","2011","Sep",0.968,0.867,0.968,0.874,0,17.48
"Q","2011","Oct",0.968,0.869,0.968,0.889,0,17.78
"Q","2011","Nov",0.968,0.872,0.968,0.895,0,17.9
"Q","2011","Dec",0.968,0.877,0.968,0.932,0,18.64
"Q","2012","Jan",0.968,0.9,0.968,0.9,0,18
"Q","2012","Feb",0.968,0.871,0.968,0.842,0,16.84
"Q","2012","Mar",0.968,0.862,0.968,0.845,0,16.9
"Q","2012","Apr",0.968,0.861,0.968,0.855,0,17.1
"Q","2012","May",0.968,0.86,0.968,0.856,0,17.12
"Q","2012","Jun",0.968,0.86,0.968,0.86,0,17.2
"Q","2012","Jul",0.968,0.864,0.968,0.89,0,17.8
"Q","2012","Aug",0.968,0.861,0.968,0.842,0,16.84
"Q","2012","Sep",0.968,0.861,0.968,0.863,0,17.26
"Q","2012","Oct",0.968,0.863,0.968,0.88,0,17.6
"Q","2012","Nov",0.968,0.861,0.968,0.832,0,16.64
"Q","2012","Dec",0.968,0.864,0.968,0.877,0,17.54
"Q","2013","Jan",0.968,0.862,0.968,0.862,0,17.24
"Q","2013","Feb",0.968,0.84,0.968,0.815,0,16.3
"Q","2013","Mar",0.968,0.854,0.968,0.883,0,17.66
"Q","2013","Apr",0.968,0.865,0.968,0.895,0,17.9
"Q","2013","May",0.968,0.862,0.968,0.851,0,17.02
"Q","2013","Jun",0.968,0.847,0.968,0.763,0,15.26
"Q","2013","Jul",0.968,0.848,0.968,0.853,0,17.06
"Q","2013","Aug",0.968,0.852,0.968,0.876,0,17.52
"Q","2013","Sep",0.968,0.853,0.968,0.865,0,17.3
"Q","2013","Oct",0.968,0.858,0.968,0.9,0,18
"Q","2013","Nov",0.968,0.862,0.968,0.91,0,18.2
"Q","2013","Dec",0.968,0.865,0.968,0.898,0,17.96
"Q","2014","Jan",0.968,0.744,0.968,0.744,0,14.88
"Q","2014","Feb",0.968,0.708,0.968,0.665,0,13.3
"Q","2014","Mar",0.968,0.744,0.968,0.815,0,16.3
"Q","2014","Apr",0.968,0.758,0.968,0.796,0,15.92
"Q","2014","May",0.968,0.775,0.968,0.811,0,16.22
"Q","2014","Jun",0.968,0.768,0.968,0.763,0,15.26
"Q","2014","Jul",0.968,0.774,0.968,0.811,0,16.22
"Q","2014","Aug",0.968,0.783,0.968,0.842,0,16.84
"Q","2014","Sep",0.968,0.788,0.968,0.835,0,16.7
"Q","2014","Oct",0.968,0.788,0.968,0.782,0,15.64
"Q","2014","Nov",0.968,0.769,0.968,0.552,0,11.04
"Q","2014","Dec",0.968,0.757,0.968,0.633,0,12.66
"Q","2015","Jan",0.75,0.699,0.75,0.699,0,13.98
"Q","2015","Feb",0.75,0.687,0.75,0.675,0,13.5
"Q","2015","Mar",0.75,0.713,0.75,0.759,1,15.18
"Q","2015","Apr",0.75,0.748,0.75,0.783,1,15.66
"Q","2015","May",0.75,0.722,0.75,0.684,0,13.68
"Q","2015","Jun",0.75,0.719,0.75,0.707,0,14.14
"Q","2015","Jul",0.75,0.716,0.75,0.697,0,13.94
"Q","2015","Aug",0.75,0.721,0.75,0.755,1,15.1
"Q","2015","Sep",0.75,0.727,0.75,0.781,1,15.62
"Q","2015","Oct",0.75,0.729,0.75,0.739,0,14.78
"Q","2015","Nov",0.75,0.709,0.75,0.494,0,9.88
"Q","2015","Dec",0.75,0.706,0.75,0.678,0,13.56
"Q","2016","Jan",0.75,0.655,0.75,0.655,0,13.1
"Q","2016","Feb",0.75,0.686,0.75,0.717,0,14.34
"Q","2016","Mar",0.75,0.699,0.75,0.721,0,14.42
"Q","2016","Apr",0.75,0.722,0.75,0.791,1,15.82
"Q","2016","May",0.75,0.715,0.75,0.688,0,13.76
"Q","2016","Jun",0.75,0.712,0.75,0.7,0,14
"Q","2016","Jul",0.75,0.709,0.75,0.685,0,13.7
"Q","2016","Aug",0.75,0.71,0.75,0.718,0,14.36
"Q","2016","Sep",0.75,0.705,0.75,0.662,0,13.24
"Q","2016","Oct",0.75,0.7,0.75,0.662,0,13.24
"Q","2016","Nov",0.75,0.6965,0.75,0.6633,0,13.266
"Q","2016","Dec",0.75,0.6995,0.75,0.7287,0,14.574
"Q","2017","Jan",0.75,0.6385,0.75,0.6385,0,12.77
"Q","2017","Feb",0.75,0.6576,0.75,0.6786,0,13.572
"Q","2017","Mar",0.75,0.6599,0.75,0.6643,0,13.286
"Q","2017","Apr",0.75,0.6667,0.75,0.6877,0,13.754
"Q","2017","May",0.75,0.6602,0.75,0.6359,0,12.718
"Q","2017","Jun",0.75,0.6523,0.75,0.615,0,12.3
"Q","2017","Jul",0.75,0.6463,0.75,0.6084,0,12.168
"Q","2017","Aug",0.75,0.6484,0.75,0.6621,0,13.242
"Q","2017","Sep",0.75,0.6501,0.75,0.6634,0,13.268
"Q","2017","Oct",0.75,0.6563,0.75,0.7094,0,14.188
"Q","2017","Nov",0.75,0.6553,0.75,0.646,0,12.92
"Q","2017","Dec",0.75,0.656,0.75,0.6639,0,13.278
"R","2011","Jan",0.932,0.858,0.932,0.858,0,17.16
"R","2011","Feb",0.932,0.877,0.932,0.899,0,17.98
"R","2011","Mar",0.932,0.879,0.932,0.881,0,17.62
"R","2011","Apr",0.932,0.883,0.932,0.895,0,17.9
"R","2011","May",0.932,0.882,0.932,0.878,0,17.56
"R","2011","Jun",0.932,0.883,0.932,0.885,0,17.7
"R","2011","Jul",0.932,0.883,0.932,0.88,0,17.6
"R","2011","Aug",0.932,0.878,0.932,0.849,0,16.98
"R","2011","Sep",0.932,0.875,0.932,0.847,0,16.94
"R","2011","Oct",0.932,0.873,0.932,0.856,0,17.12
"R","2011","Nov",0.932,0.874,0.932,0.887,0,17.74
"R","2011","Dec",0.932,0.875,0.932,0.883,0,17.66
"R","2012","Jan",0.932,0.91,0.932,0.91,0,18.2
"R","2012","Feb",0.932,0.899,0.932,0.887,0,17.74
"R","2012","Mar",0.932,0.895,0.932,0.889,0,17.78
"R","2012","Apr",0.932,0.894,0.932,0.889,0,17.78
"R","2012","May",0.932,0.896,0.932,0.902,0,18.04
"R","2012","Jun",0.932,0.896,0.932,0.896,0,17.92
"R","2012","Jul",0.932,0.895,0.932,0.891,0,17.82
"R","2012","Aug",0.932,0.893,0.932,0.877,0,17.54
"R","2012","Sep",0.932,0.888,0.932,0.85,0,17
"R","2012","Oct",0.932,0.889,0.932,0.897,0,17.94
"R","2012","Nov",0.932,0.893,0.932,0.946,1,18.92
"R","2012","Dec",0.932,0.894,0.932,0.875,0,17.5
"R","2013","Jan",0.932,0.837,0.932,0.837,0,16.74
"R","2013","Feb",0.932,0.83,0.932,0.822,0,16.44
"R","2013","Mar",0.932,0.842,0.932,0.864,0,17.28
"R","2013","Apr",0.932,0.847,0.932,0.862,0,17.24
"R","2013","May",0.932,0.836,0.932,0.794,0,15.88
"R","2013","Jun",0.932,0.826,0.932,0.772,0,15.44
"R","2013","Jul",0.932,0.818,0.932,0.773,0,15.46
"R","2013","Aug",0.932,0.84,0.932,0.925,0,18.5
"R","2013","Sep",0.932,0.858,0.932,0.953,1,19.06
"R","2013","Oct",0.932,0.87,0.932,0.937,1,18.74
"R","2013","Nov",0.932,0.879,0.932,0.94,1,18.8
"R","2013","Dec",0.932,0.883,0.932,0.922,0,18.44
"R","2014","Jan",0.932,0.865,0.932,0.865,0,17.3
"R","2014","Feb",0.932,0.861,0.932,0.856,0,17.12
"R","2014","Mar",0.932,0.872,0.932,0.893,0,17.86
"R","2014","Apr",0.932,0.876,0.932,0.887,0,17.74
"R","2014","May",0.932,0.869,0.932,0.839,0,16.78
"R","2014","Jun",0.932,0.869,0.932,0.874,0,17.48
"R","2014","Jul",0.932,0.869,0.932,0.866,0,17.32
"R","2014","Aug",0.932,0.871,0.932,0.889,0,17.78
"R","2014","Sep",0.932,0.863,0.932,0.776,0,15.52
"R","2014","Oct",0.932,0.853,0.932,0.712,0,14.24
"R","2014","Nov",0.932,0.84,0.932,0.593,0,11.86
"R","2014","Dec",0.932,0.828,0.932,0.625,0,12.5
"R","2015","Jan",0.75,0.618,0.75,0.618,0,12.36
"R","2015","Feb",0.75,0.599,0.75,0.578,0,11.56
"R","2015","Mar",0.75,0.591,0.75,0.578,0,11.56
"R","2015","Apr",0.75,0.746,0.75,0.602,0,12.04
"R","2015","May",0.75,0.586,0.75,0.553,0,11.06
"R","2015","Jun",0.75,0.581,0.75,0.556,0,11.12
"R","2015","Jul",0.75,0.583,0.75,0.599,0,11.98
"R","2015","Aug",0.75,0.59,0.75,0.637,0,12.74
"R","2015","Sep",0.75,0.595,0.75,0.63,0,12.6
"R","2015","Oct",0.75,0.594,0.75,0.587,0,11.74
"R","2015","Nov",0.75,0.59,0.75,0.555,0,11.1
"R","2015","Dec",0.75,0.591,0.75,0.596,0,11.92
"R","2016","Jan",0.75,0.612,0.75,0.612,0,12.24
"R","2016","Feb",0.75,0.605,0.75,0.598,0,11.96
"R","2016","Mar",0.75,0.61,0.75,0.618,0,12.36
"R","2016","Apr",0.75,0.614,0.75,0.628,0,12.56
"R","2016","May",0.75,0.611,0.75,0.599,0,11.98
"R","2016","Jun",0.75,0.609,0.75,0.601,0,12.02
"R","2016","Jul",0.75,0.605,0.75,0.573,0,11.46
"R","2016","Aug",0.75,0.598,0.75,0.557,0,11.14
"R","2016","Sep",0.75,0.594,0.75,0.563,0,11.26
"R","2016","Oct",0.75,0.587,0.75,0.519,0,10.38
"R","2016","Nov",0.75,0.5966,0.75,0.6958,0,13.916
"R","2016","Dec",0.75,0.5947,0.75,0.5742,0,11.484
"R","2017","Jan",0.75,0.6346,0.75,0.6346,0,12.692
"R","2017","Feb",0.75,0.6593,0.75,0.6868,0,13.736
"R","2017","Mar",0.75,0.6634,0.75,0.6711,0,13.422
"R","2017","Apr",0.75,0.6746,0.75,0.7091,0,14.182
"R","2017","May",0.75,0.6879,0.75,0.7376,0,14.752
"R","2017","Jun",0.75,0.6861,0.75,0.6773,0,13.546
"R","2017","Jul",0.75,0.689,0.75,0.7073,0,14.146
"R","2017","Aug",0.75,0.6928,0.75,0.7172,0,14.344
"R","2017","Sep",0.75,0.6919,0.75,0.6837,0,13.674
"R","2017","Oct",0.75,0.6873,0.75,0.6479,0,12.958
"R","2017","Nov",0.75,0.6829,0.75,0.639,0,12.78
"R","2017","Dec",0.75,0.6781,0.75,0.6203,0,12.406
"S Rock","2011","Jan",0.988,0.939,0.988,0.939,0,18.78
"S Rock","2011","Feb",0.988,0.945,0.988,0.951,0,19.02
"S Rock","2011","Mar",0.988,0.949,0.988,0.957,0,19.14
"S Rock","2011","Apr",0.988,0.956,0.988,0.978,0,19.56
"S Rock","2011","May",0.988,0.96,0.988,0.975,0,19.5
"S Rock","2011","Jun",0.988,0.956,0.988,0.948,0,18.96
"S Rock","2011","Jul",0.988,0.956,0.988,0.953,0,19.06
"S Rock","2011","Aug",0.988,0.955,0.988,0.941,0,18.82
"S Rock","2011","Sep",0.988,0.955,0.988,0.941,0,18.82
"S Rock","2011","Oct",0.988,0.956,0.988,0.969,0,19.38
"S Rock","2011","Nov",0.988,0.957,0.988,0.962,0,19.24
"S Rock","2011","Dec",0.988,0.954,0.988,0.928,0,18.56
"S Rock","2012","Jan",0.988,0.957,0.988,0.957,0,19.14
"S Rock","2012","Feb",0.988,0.961,0.988,0.965,0,19.3
"S Rock","2012","Mar",0.988,0.966,0.988,0.976,0,19.52
"S Rock","2012","Apr",0.988,0.97,0.988,0.98,0,19.6
"S Rock","2012","May",0.988,0.972,0.988,0.983,0,19.66
"S Rock","2012","Jun",0.988,0.973,0.988,0.976,0,19.52
"S Rock","2012","Jul",0.988,0.973,0.988,0.97,0,19.4
"S Rock","2012","Aug",0.988,0.97,0.988,0.954,0,19.08
"S Rock","2012","Sep",0.988,0.969,0.988,0.96,0,19.2
"S Rock","2012","Oct",0.988,0.968,0.988,0.958,0,19.16
"S Rock","2012","Nov",0.988,0.968,0.988,0.972,0,19.44
"S Rock","2012","Dec",0.988,0.972,0.988,0.954,0,19.08
"S Rock","2013","Jan",0.988,0.986,0.988,0.986,0,19.72
"S Rock","2013","Feb",0.988,0.985,0.988,0.983,0,19.66
"S Rock","2013","Mar",0.988,0.986,0.988,0.987,0,19.74
"S Rock","2013","Apr",0.988,0.988,0.988,0.995,1,19.9
"S Rock","2013","May",0.988,0.986,0.988,0.977,0,19.54
"S Rock","2013","Jun",0.988,0.981,0.988,0.955,0,19.1
"S Rock","2013","Jul",0.988,0.978,0.988,0.959,0,19.18
"S Rock","2013","Aug",0.988,0.974,0.988,0.949,0,18.98
"S Rock","2013","Sep",0.988,0.973,0.988,0.961,0,19.22
"S Rock","2013","Oct",0.988,0.971,0.988,0.955,0,19.1
"S Rock","2013","Nov",0.988,0.97,0.988,0.965,0,19.3
"S Rock","2013","Dec",0.988,0.97,0.988,0.965,0,19.3
"S Rock","2014","Jan",0.988,0.925,0.988,0.925,0,18.5
"S Rock","2014","Feb",0.988,0.928,0.988,0.933,0,18.66
"S Rock","2014","Mar",0.988,0.941,0.988,0.964,0,19.28
"S Rock","2014","Apr",0.988,0.949,0.988,0.972,0,19.44
"S Rock","2014","May",0.988,0.955,0.988,0.949,0,18.98
"S Rock","2014","Jun",0.988,0.95,0.988,0.957,0,19.14
"S Rock","2014","Jul",0.988,0.951,0.988,0.955,0,19.1
"S Rock","2014","Aug",0.988,0.952,0.988,0.96,0,19.2
"S Rock","2014","Sep",0.988,0.953,0.988,0.957,0,19.14
"S Rock","2014","Oct",0.988,0.952,0.988,0.947,0,18.94
"S Rock","2014","Nov",0.988,0.952,0.988,0.955,0,19.1
"S Rock","2014","Dec",0.988,0.954,0.988,0.969,0,19.38
"S Rock","2015","Jan",0.75,0.954,0.75,0.954,1,19.08
"S Rock","2015","Feb",0.75,0.948,0.75,0.942,1,18.84
"S Rock","2015","Mar",0.75,0.95,0.75,0.954,1,19.08
"S Rock","2015","Apr",0.75,0.955,0.75,0.961,1,19.22
"S Rock","2015","May",0.75,0.951,0.75,0.945,1,18.9
"S Rock","2015","Jun",0.75,0.953,0.75,0.96,1,19.2
"S Rock","2015","Jul",0.75,0.953,0.75,0.952,1,19.04
"S Rock","2015","Aug",0.75,0.953,0.75,0.957,1,19.14
"S Rock","2015","Sep",0.75,0.954,0.75,0.963,1,19.26
"S Rock","2015","Oct",0.75,0.955,0.75,0.963,1,19.26
"S Rock","2015","Nov",0.75,0.957,0.75,0.972,1,19.44
"S Rock","2015","Dec",0.75,0.957,0.75,0.96,1,19.2
"S Rock","2016","Jan",0.75,0.961,0.75,0.961,1,19.22
"S Rock","2016","Feb",0.75,0.967,0.75,0.972,1,19.44
"S Rock","2016","Mar",0.75,0.961,0.75,0.943,1,18.86
"S Rock","2016","Apr",0.75,0.954,0.75,0.92,1,18.4
"S Rock","2016","May",0.75,0.953,0.75,0.947,1,18.94
"S Rock","2016","Jun",0.75,0.949,0.75,0.922,1,18.44
"S Rock","2016","Jul",0.75,0.949,0.75,0.948,1,18.96
"S Rock","2016","Aug",0.75,0.945,0.75,0.916,1,18.32
"S Rock","2016","Sep",0.75,0.944,0.75,0.927,1,18.54
"S Rock","2016","Oct",0.75,0.942,0.75,0.924,1,18.48
"S Rock","2016","Nov",0.75,0.9402,0.75,0.9176,1,18.352
"S Rock","2016","Dec",0.75,0.9391,0.75,0.9256,1,18.512
"S Rock","2017","Jan",0.75,0.9534,0.75,0.9534,1,19.068
"S Rock","2017","Feb",0.75,0.9374,0.75,0.9196,1,18.392
"S Rock","2017","Mar",0.75,0.9393,0.75,0.9427,1,18.854
"S Rock","2017","Apr",0.75,0.9483,0.75,0.9761,1,19.522
"S Rock","2017","May",0.75,0.9493,0.75,0.9534,1,19.068
"S Rock","2017","Jun",0.75,0.9492,0.75,0.9485,1,18.97
"S Rock","2017","Jul",0.75,0.9494,0.75,0.9504,1,19.008
"S Rock","2017","Aug",0.75,0.9483,0.75,0.9414,1,18.828
"S Rock","2017","Sep",0.75,0.9471,0.75,0.9368,1,18.736
"S Rock","2017","Oct",0.75,0.9469,0.75,0.9457,1,18.914
"S Rock","2017","Nov",0.75,0.9461,0.75,0.9372,1,18.744
"S Rock","2017","Dec",0.75,0.9459,0.75,0.9442,1,18.884
